"group.1","group.2","group.3","group.4","Metastudy","original study","Species","met.rate.Jh","mass.mg","temp.C"
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.35557,40.56,30
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.023316,2.78,14.6
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.017487,2.41,14.6
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.026231,0.85,14.7
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.029145,0.85,14.7
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.029145,0.94,14.7
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.166127,5.59,29.9
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.189443,6.05,29.9
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.224417,6.56,29.9
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.186529,6.68,29.9
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.177785,7.1,29.9
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.204016,9.04,29.9
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.049547,11.31,5.8
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.008744,15.02,5.8
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.008744,14.35,5.8
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.201101,18.352,5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.062662,13.61,5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.055376,19.61,9.5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.113666,14.57,9.5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.008744,12.3,5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.017487,8.14,5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.052461,30.97,5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.014573,8.395,5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.029145,10.18,10.2
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.002915,9.265,5
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.100551,3.375,30
"Arthropoda","Chilopoda","Lithobiomorpha","Lithobiomorpha","this study","this study","Lithobius forficatus",0.017487,9.215,5
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Nothrus silvestris",0.000332,0.0566,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Nothrus silvestris",0.000261,0.034,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Nothrus silvestris",0.000186,0.0152,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Nothrus silvestris",0.000108,0.0076,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Platynothrus peltifer",0.000378,0.0598,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Platynothrus peltifer",0.000317,0.0372,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Platynothrus peltifer",0.000159,0.0145,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Hermannia gibba",0.000805,0.207,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Hermannia gibba",0.000633,0.172,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Hermannia gibba",0.000481,0.1005,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Hermannia gibba",0.000352,0.044,15
"Arthropoda","Oribatida","Acari","Oribatida","this study","Thomas 1979","Hermannia gibba",0.000246,0.0176,15
"Arthropoda","Isopoda","Isopoda","Isopoda","Meehan 2006","Meyer & Phillipson 1983","Trichoniscus pusillus",0.00315,1.2,5
"Arthropoda","Isopoda","Isopoda","Isopoda","Meehan 2006","Meyer & Phillipson 1983","Trichoniscus pusillus",0.00509,1.2,10
"Arthropoda","Isopoda","Isopoda","Isopoda","Meehan 2006","Meyer & Phillipson 1983","Trichoniscus pusillus",0.00776,1.2,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Achipteria coleoptrata",9.4e-05,0.0405,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Achipteria coleoptrata",0.000126,0.0405,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Achipteria coleoptrata",0.000363,0.0405,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Achipteria coleoptrata",0.000494,0.0405,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou 1986","Achipteria holomonensis",2.8e-05,0.01,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou 1986","Achipteria holomonensis",6.7e-05,0.01,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou 1986","Achipteria holomonensis",0.000122,0.01,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Achipteria oudemansi",2.6e-05,0.037,7
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Achipteria oudemansi",2.8e-05,0.037,11
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Achipteria oudemansi",5.3e-05,0.037,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Achipteria oudemansi",8.8e-05,0.037,19
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Achipteria oudemansi",8.9e-05,0.037,24
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Achipteria oudemansi",9.2e-05,0.037,29
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Adoristes ovatus",6.6e-05,0.0345,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Adoristes ovatus",0.000108,0.0345,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Adoristes ovatus",0.000197,0.0345,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Adoristes ovatus",0.000344,0.0345,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Belba corynopus",0.000133,0.059,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Belba corynopus",0.000215,0.059,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Belba corynopus",0.000329,0.059,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Belba corynopus",0.000539,0.059,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Carabodes coriaceus",4.3e-05,0.075,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Carabodes coriaceus",9.3e-05,0.075,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Carabodes coriaceus",0.000152,0.075,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Carabodes marginatus",2.9e-05,0.0426,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Carabodes marginatus",3.9e-05,0.0426,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Carabodes marginatus",7.5e-05,0.0426,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Ceratoppia bipilis",0.000307,0.0903,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Ceratoppia bipilis",0.00017,0.0645,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Ceratozetes gracilis",5e-05,0.024,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Ceratozetes gracilis",0.000118,0.024,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Ceratozetes gracilis",9.7e-05,0.02,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Ceratozetes gracilis",0.000216,0.024,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Mitchell 1979a","Ceratozetes gracilis",0.000109,0.0282,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Ceratozetes gracilis",0.000314,0.024,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Mitchell 1979a","Ceratozetes kananaskis",1e-05,0.0081,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Mitchell 1979a","Ceratozetes kananaskis",1.8e-05,0.0081,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Mitchell 1979a","Ceratozetes kananaskis",3.6e-05,0.0081,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Mitchell 1979a","Ceratozetes kananaskis",4.5e-05,0.0081,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Chamobates cuspidatus",1.6e-05,0.0065,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Chamobates cuspidatus",4.2e-05,0.0065,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Chamobates cuspidatus",9.4e-05,0.0065,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Chamobates sp.",7.9e-05,0.0072,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Damaeus clavipes",0.000225,0.133,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Damaeus clavipes",0.000319,0.133,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Damaeus clavipes",0.000653,0.258,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Damaeus clavipes",0.000477,0.133,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Damaeus clavipes",0.000995,0.133,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Damaeus onustus",0.000766,0.68,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Damaeus onustus",0.000653,0.781,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Damaeus onustus",0.000531,0.353,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Damaeus onustus",0.000376,0.214,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Damaeus onustus",0.000265,0.1,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Damaeus onustus",0.000147,0.0331,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Zinkler 1966","Damaeus onustus",0.00106,0.625,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Mitchell 1979a","Eupterotegaeus rostratus",0.000105,0.0347,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Euzetes globulus",8.3e-05,0.33,0
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Euzetes globulus",0.000206,0.33,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Euzetes globulus",0.000387,0.33,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Euzetes globulus",0.000919,0.348,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Euzetes globulus",0.000754,0.33,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Zinkler 1966","Euzetes globulus",0.00104,0.32,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Euzetes globulus",0.00209,0.33,25
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Galumna sp.",0.000119,0.0445,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Hemileius initialis",5.6e-05,0.021,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Hemileius initialis",9.9e-05,0.021,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Hemileius initialis",0.00016,0.021,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Hemileius initialis",0.000245,0.021,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Hypochthonius rufulus",2.1e-05,0.0221,0
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Hypochthonius rufulus",3.5e-05,0.0221,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Hypochthonius rufulus",8.4e-05,0.0221,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Hypochthonius rufulus",0.000156,0.0221,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Liacarus coracinus",0.000153,0.09,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Liacarus coracinus",0.000239,0.09,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Liacarus coracinus",0.000568,0.09,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Liacarus xylariae",0.000263,0.113,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Liacarus xylariae",0.000374,0.207,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Metabelba papillipes",9.9e-05,0.019,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Nanhermannia elegantula",1.7e-05,0.0181,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Nanhermannia elegantula",4.3e-05,0.0181,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Nanhermannia elegantula",6.9e-05,0.0181,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Nothrus palustris",0.00044,0.247,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Nothrus palustris",0.000137,0.0703,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Nothrus palustris",0.000121,0.0375,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Nothrus palustris",5.1e-05,0.022,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Nothrus palustris",5.1e-05,0.009,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Nothrus silvestris",5e-05,0.0472,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1969","Nothrus silvestris",6.2e-05,0.0524,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Nothrus silvestris",0.000106,0.0472,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1969","Nothrus silvestris",0.000126,0.0524,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1969","Nothrus silvestris",9.6e-05,0.03,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1969","Nothrus silvestris",4.4e-05,0.0129,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1969","Nothrus silvestris",2.9e-05,0.0068,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1969","Nothrus silvestris",1.1e-05,0.0035,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Nothrus silvestris",0.000205,0.0472,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1969","Nothrus silvestris",0.000146,0.0524,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1969","Nothrus silvestris",0.000264,0.0524,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oppia nova",3e-06,0.0017,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oppia nova",4e-06,0.0017,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oppia nova",1.3e-05,0.0017,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oppia subpectinata",8e-06,0.0032,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oppia subpectinata",1.4e-05,0.0032,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oppia subpectinata",2.9e-05,0.0032,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oribatella quadricornuta",2e-05,0.024,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oribatella quadricornuta",5e-05,0.024,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Oribatella quadricornuta",0.000105,0.024,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Parachipteria willmanni",4.7e-05,0.0396,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Parachipteria willmanni",0.00012,0.0396,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Parachipteria willmanni",0.000196,0.0738,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Parachipteria willmanni",0.000226,0.0926,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Parachipteria willmanni",0.000129,0.0266,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Parachipteria willmanni",0.000119,0.0131,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Parachipteria willmanni",6.1e-05,0.0122,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Parachipteria willmanni",4e-05,0.0061,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Parachipteria willmanni",0.000226,0.0396,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Phthiracarus piger",0.000491,0.32,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Zinkler 1966","Phthiracarus piger",0.000537,0.35,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Phthiracarus sp.",0.000113,0.0581,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Phthiracarus sp.",0.000255,0.203,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Pilogalumna allifera",1.8e-05,0.0272,7
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Pilogalumna allifera",2.4e-05,0.0272,11
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Pilogalumna allifera",4.1e-05,0.0272,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Pilogalumna allifera",7e-05,0.0272,19
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Pilogalumna allifera",7.5e-05,0.0272,24
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Pilogalumna allifera",8.3e-05,0.0272,29
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Platynothrus peltifer",2.1e-05,0.0629,0
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Platynothrus peltifer",7.5e-05,0.0629,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Platynothrus peltifer",0.00013,0.0629,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Platynothrus peltifer",0.000209,0.0629,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Platynothrus peltifer",0.000306,0.0629,25
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Punctoribates punctum",5.1e-05,0.01,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Rhysotritia ardua",3.1e-05,0.057,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Rhysotritia ardua",7.8e-05,0.057,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Rhysotritia ardua",0.000147,0.057,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Scheloribates cf. latipes",1.1e-05,0.0135,7
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Scheloribates cf. latipes",2.8e-05,0.0135,11
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Scheloribates cf. latipes",2.9e-05,0.0135,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Scheloribates cf. latipes",4.8e-05,0.0135,19
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Scheloribates cf. latipes",5.1e-05,0.0135,24
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Stamou et al. 1995","Scheloribates cf. latipes",5.6e-05,0.0135,29
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Mitchell 1979a","Scheloribates sp.",5.1e-05,0.0098,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Steganacarus magnus",8.1e-05,0.361,0
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Steganacarus magnus",0.000177,0.361,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Steganacarus magnus",0.000113,0.33,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Steganacarus magnus",0.000361,0.361,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Steganacarus magnus",0.000393,0.33,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Steganacarus magnus",0.000436,0.592,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Steganacarus magnus",0.000206,0.191,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Steganacarus magnus",0.000206,0.167,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1975","Steganacarus magnus",0.000352,0.437,11
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Steganacarus magnus",0.000601,0.361,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Steganacarus magnus",0.000739,0.33,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1975","Steganacarus magnus",6.8e-05,0.016,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1975","Steganacarus magnus",0.000107,0.0298,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1975","Steganacarus magnus",0.00026,0.0579,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1975","Steganacarus magnus",0.000335,0.254,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1975","Steganacarus magnus",0.000194,0.11,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1975","Steganacarus magnus",0.000409,0.291,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb & Elmes 1972","Steganacarus magnus",0.0012,0.436,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb & Elmes 1972","Steganacarus magnus",0.000406,0.291,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb & Elmes 1972","Steganacarus magnus",0.000318,0.109,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb & Elmes 1972","Steganacarus magnus",0.000212,0.109,18
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Steganacarus magnus",0.00133,0.33,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Steganacarus magnus",0.0011,0.361,25
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Webb 1975","Steganacarus magnus",0.000893,0.427,25
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Steganacarus spinosus",4.7e-05,0.0195,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Steganacarus spinosus",5.2e-05,0.0195,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Steganacarus spinosus",7.4e-05,0.0195,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Steganacarus spinosus",0.000111,0.0195,20
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Wood & Lawton 1973","Steganacarus striculus",6.3e-05,0.018,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Tectocepheus velatus",5e-06,0.0042,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Tectocepheus velatus",9e-06,0.0042,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Berthet 1964","Tectocepheus velatus",1.9e-05,0.0042,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Xenillus tegeocranus",0.000158,0.14,5
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Xenillus tegeocranus",0.00026,0.14,10
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Xenillus tegeocranus",0.00045,0.14,15
"Arthropoda","Oribatida","Acari","Oribatida","Meehan 2006","Luxton 1975","Xenillus tegeocranus",0.000826,0.14,20
